e,pshh,pshl,pbhh,pbll,pbhb,pblb,muh,mul
0.24363995421874485,0.6218199771093724,0.6118199771093724,0.36818002289062757,0.6218199771093724,0.24212001526041838,0.49575996947916323,0.5,0.49
0.23081679873354777,0.6154083993667738,0.6054083993667738,0.3745916006332261,0.6154083993667738,0.24639440042215072,0.4872111991556985,0.5,0.49
0.2179936432483507,0.6089968216241753,0.5989968216241753,0.38100317837582465,0.6089968216241753,0.2506687855838831,0.4786624288322337,0.5,0.48999999999999994
0.2051704877631535,0.6025852438815767,0.5925852438815767,0.38741475611842324,0.6025852438815767,0.2549431707456155,0.4701136585087689,0.5,0.48999999999999994
0.19234733227795642,0.5961736661389783,0.5861736661389783,0.3938263338610218,0.5961736661389783,0.25921755590734785,0.4615648881853043,0.5,0.49
0.17952417679275934,0.5897620883963797,0.5797620883963797,0.4002379116036203,0.5897620883963797,0.2634919410690802,0.45301611786183965,0.5,0.49
0.16670102130756226,0.5833505106537811,0.5733505106537811,0.40664948934621886,0.5833505106537811,0.2677663262308126,0.44446734753837486,0.5,0.49
0.15387786582236518,0.5769389329111826,0.5669389329111826,0.4130610670888174,0.5769389329111826,0.27204071139254493,0.4359185772149101,0.5,0.4900000000000001
0.1410547103371681,0.5705273551685841,0.5605273551685841,0.41947264483141594,0.5705273551685841,0.2763150965542773,0.4273698068914454,0.5,0.49
0.12823155485197102,0.5641157774259855,0.5541157774259855,0.4258842225740145,0.5641157774259855,0.28058948171600967,0.4188210365679806,0.5,0.49
0.11540839936677383,0.5577041996833869,0.5477041996833869,0.4322958003166131,0.5577041996833869,0.28486386687774207,0.4102722662445158,0.5,0.49
0.10258524388157675,0.5512926219407883,0.5412926219407883,0.4387073780592116,0.5512926219407883,0.2891382520394744,0.40172349592105117,0.5,0.49
0.08976208839637967,0.5448810441981898,0.5348810441981898,0.44511895580181016,0.5448810441981898,0.29341263720120675,0.39317472559758654,0.5,0.48999999999999994
0.07693893291118259,0.5384694664555914,0.5284694664555913,0.4515305335444087,0.5384694664555914,0.29768702236293915,0.38462595527412174,0.5,0.49
0.06411577742598551,0.5320578887129928,0.5220578887129927,0.45794211128700724,0.5320578887129928,0.3019614075246715,0.376077184950657,0.5,0.49
0.05129262194078843,0.5256463109703942,0.5156463109703942,0.4643536890296058,0.5256463109703942,0.30623579268640383,0.36752841462719227,0.5,0.49
0.03846946645559135,0.5192347332277957,0.5092347332277957,0.4707652667722043,0.5192347332277957,0.3105101778481362,0.3589796443037275,0.5,0.4900000000000001
0.02564631097039416,0.5128231554851971,0.5028231554851971,0.4771768445148029,0.5128231554851971,0.3147845630098686,0.3504308739802627,0.5,0.4900000000000001
0.01282315548519708,0.5064115777425986,0.4964115777425986,0.48358842225740145,0.5064115777425986,0.31905894817160096,0.34188210365679805,0.5,0.49
0.0,0.5,0.49,0.49,0.5,0.3233333333333333,0.3333333333333334,0.5,0.49
