e,pshh,pshl,pbhh,pbll,pbhb,pblb,muh,mul
0.8,0.9,0.09000000000000001,0.89,0.9,0.09000000000000001,0.8333333333333334,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.09321637426900586,0.8301169590643275,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.0964327485380117,0.8269005847953217,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.09964912280701756,0.8236842105263158,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.1028654970760234,0.8204678362573099,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.10608187134502925,0.8172514619883041,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.1092982456140351,0.8140350877192982,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.11251461988304094,0.8108187134502924,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.11573099415204681,0.8076023391812865,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.11894736842105265,0.8043859649122806,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.12216374269005849,0.8011695906432749,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.1253801169590643,0.7979532163742691,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.12859649122807018,0.7947368421052632,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.13181286549707602,0.7915204678362573,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.1350292397660819,0.7883040935672514,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.13824561403508773,0.7850877192982456,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.14146198830409357,0.7818713450292398,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.1446783625730994,0.7786549707602339,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.14789473684210525,0.775438596491228,0.9,0.08999999999999998
0.8,0.9,0.09000000000000001,0.89,0.9,0.1511111111111111,0.7722222222222223,0.9,0.08999999999999998
