e,pshh,pshl,pbhh,pbll,pbhb,pblb,muh,mul
0.690858443604036,0.23185616729697298,0.14457077819798198,0.835429221802018,0.8454292218020181,0.09304718546532133,0.7939056290693574,0.6000000000000001,0.46605147505307776
0.6805502359145141,0.23958732306411434,0.1497248820427429,0.783767878747449,0.8402751179572571,0.09648325469516195,0.7870334906096761,0.6,0.4650537108872305
0.6702420282249923,0.2473184788312558,0.15487898588750384,0.7355870208000026,0.8351210141124962,0.09991932392500258,0.7801613521499948,0.6000000000000001,0.4640397527047815
0.6599338205354705,0.25504963459839713,0.16003308973226477,0.6905701428305812,0.8299669102677352,0.10335539315484318,0.7732892136903136,0.6,0.46300920302940973
0.6496256128459486,0.2627807903655386,0.16518719357702571,0.6484379867318444,0.8248128064229743,0.10679146238468382,0.7664170752306323,0.6,0.4619616512696075
0.6393174051564268,0.27051194613268,0.17034129742178664,0.6089432188708871,0.8196587025782134,0.11022753161452443,0.759544936770951,0.6,0.46089667317324184
0.6290091974669048,0.2782431018998214,0.17549540126654758,0.5718659948834223,0.8145045987334524,0.11366360084436507,0.75267279831127,0.6,0.45981383025466854
0.618700989777383,0.2859742576669628,0.1806495051113085,0.5370102438879772,0.8093504948886915,0.11709967007420567,0.7458006598515887,0.6,0.4587126691927715
0.6083927820878611,0.29370541343410417,0.18580360895606945,0.5042005395599256,0.8041963910439305,0.1205357393040463,0.7389285213919075,0.6,0.4575927211981919
0.5980845743983392,0.30143656920124556,0.19095771280083038,0.4732794527041201,0.7990422871991696,0.12397180853388694,0.7320563829322262,0.6,0.45645350134789137
0.5877763667088174,0.309167724968387,0.19611181664559132,0.44410530104246426,0.7938881833544087,0.12740787776372756,0.7251842444725449,0.6,0.4552945078850656
0.5774681590192955,0.3168988807355284,0.20126592049035225,0.4165502283824427,0.7887340795096478,0.13084394699356816,0.7183121060128637,0.6000000000000001,0.4541152214822838
0.5671599513297736,0.3246300365026698,0.2064200243351132,0.39049855825650664,0.7835799756648868,0.1342800162234088,0.7114399675531824,0.6,0.4529151044655807
0.5568517436402518,0.3323611922698112,0.21157412817987412,0.3658453773404588,0.7784258718201259,0.1377160854532494,0.7045678290935011,0.6000000000000001,0.4516935999970663
0.5465435359507299,0.34009234803695254,0.21672823202463504,0.34249531208664946,0.7732717679753649,0.14115215468309003,0.6976956906338199,0.6000000000000001,0.4504501312134425
0.536235328261208,0.347823503804094,0.22188233586939599,0.3203614685095606,0.768117664130604,0.14458822391293066,0.6908235521741386,0.6,0.4491841003176256
0.5259271205716861,0.35555465957123544,0.22703643971415693,0.29936451029076505,0.7629635602858431,0.1480242931427713,0.6839514137144573,0.6,0.4478948876204701
0.5156189128821642,0.3632858153383768,0.23219054355891786,0.2794318545980414,0.7578094564410821,0.1514603623726119,0.6770792752547763,0.6,0.44658185052936633
0.5053107051926424,0.3710169711055182,0.23734464740367878,0.26049696844837317,0.7526553525963212,0.1548964316024525,0.670207136795095,0.6000000000000001,0.44524432248024415
0.49500249750312053,0.3787481268726596,0.24249875124843973,0.2424987512484394,0.7475012487515602,0.15833250083229314,0.6633349983354138,0.6,0.4438816118092516
