pbhh,pbdh,pbll,pbdl,pshh,pslh,pshl,psll,e,muh,mul
0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.0,0.5,0.49
0.3333333333333333,0.6666666666666667,0.6666666666666667,0.33333333333333326,0.6666666666666667,0.33333333333333326,0.6566666666666666,0.33333333333333337,0.33333333333333337,0.5,0.4899999999999999
0.3333333333333333,0.6666666666666667,0.6666666666666667,0.33333333333333326,0.6666666666666667,0.33333333333333326,0.4344444444444444,0.5555555555555556,0.33333333333333337,0.6000000000000001,0.36499999999999994
0.5,0.5,1.0,0.0,1.0,0.0,0.6566666666666666,0.33333333333333337,1.0,0.6000000000000001,-0.01
