pool_n,pool_avg_price,lmix_n,lmix_avg_price,hmix_n,hmix_avg_price
3.22,80,2.8600000000000003,130.0,3.22,110.0
3.24,80,2.88,130.0,3.24,110.0
3.2600000000000002,80,2.9000000000000004,130.0,3.2600000000000002,110.0
3.2800000000000002,80,2.92,130.0,3.2800000000000002,110.0
3.3000000000000003,80,2.94,130.0,3.3000000000000003,110.0
3.32,80,2.96,130.0,3.32,110.0
3.34,80,2.98,130.0,3.34,110.0
3.36,80,3.0,130.0,3.36,110.0
3.38,80,3.02,130.0,3.38,110.0
3.4,80,3.04,130.0,3.4,110.0
3.42,80,3.06,130.0,3.42,110.0
3.44,80,3.08,130.0,3.44,110.0
3.46,80,3.1,130.0,3.46,110.0
3.48,80,3.12,130.0,3.48,110.0
3.5,80,3.14,130.0,3.5,110.0
3.52,80,3.16,130.0,3.52,110.0
3.54,80,3.18,130.0,3.54,110.0
3.56,80,3.2,130.0,3.56,110.0
3.58,80,3.22,130.0,3.58,110.0
3.6,80,3.24,130.0,3.6,110.0
3.62,80,3.2600000000000002,130.0,3.62,110.0
3.64,80,3.2800000000000002,130.0,3.64,110.0
3.66,80,3.3000000000000003,130.0,3.66,110.0
3.68,80,3.32,130.0,3.68,110.0
3.7,80,3.34,130.0,3.7,110.0
3.72,80,3.36,130.0,3.72,110.0
3.74,80,3.38,130.0,3.74,110.0
3.7600000000000002,80,3.4,130.0,3.7600000000000002,110.0
3.7800000000000002,80,3.42,130.0,3.7800000000000002,110.0
3.8000000000000003,80,3.44,130.0,3.8000000000000003,110.0
3.82,80,3.46,130.0,3.82,110.0
3.84,80,3.48,130.0,3.84,110.0
3.86,80,3.5,130.0,3.86,110.0
3.88,80,3.52,130.0,3.88,110.0
3.9,80,3.54,130.0,3.9,110.0
3.92,80,3.56,130.0,3.92,110.0
3.94,80,3.58,130.0,3.94,110.0
3.96,80,3.6,130.0,3.96,110.0
3.98,80,3.62,130.0,3.98,110.0
4.0,80,3.64,130.0,4.0,110.0
4.02,80,3.66,130.0,4.02,110.0
4.04,80,3.68,130.0,4.04,110.0
4.0600000000000005,80,3.7,130.0,4.0600000000000005,110.0
4.08,80,3.72,130.0,4.08,110.0
4.1,80,3.74,130.0,4.1,110.0
4.12,80,3.7600000000000002,130.0,4.12,110.0
4.140000000000001,80,3.7800000000000002,130.0,4.140000000000001,110.0
4.16,80,3.8000000000000003,130.0,4.16,110.0
4.18,80,3.82,130.0,4.18,110.0
4.2,80,3.84,130.0,4.2,110.0
4.220000000000001,80,3.86,130.0,4.220000000000001,110.0
4.24,80,3.88,130.0,4.24,110.0
4.26,80,3.9,130.0,4.26,110.0
4.28,80,3.92,130.0,4.28,110.0
4.300000000000001,80,3.94,130.0,4.300000000000001,110.0
4.32,80,3.96,130.0,4.32,110.0
4.34,80,3.98,130.0,4.34,110.0
4.359999999999999,80,4.0,130.0,4.359999999999999,110.0
4.38,80,4.02,130.0,4.38,110.0
4.4,80,4.04,130.0,4.4,110.0
4.42,80,4.0600000000000005,130.0,4.42,110.0
4.4399999999999995,80,4.08,130.0,4.4399999999999995,110.0
4.46,80,4.1,130.0,4.46,110.0
4.48,80,4.12,130.0,4.48,110.0
4.5,80,4.140000000000001,130.0,4.5,110.0
4.52,80,4.16,130.0,4.52,110.0
4.54,80,4.18,130.0,4.54,110.0
4.5600000000000005,80,4.2,130.0,4.5600000000000005,110.0
4.58,80,4.220000000000001,130.0,4.58,110.0
4.6,80,4.24,130.0,4.6,110.0
4.62,80,4.26,130.0,4.62,110.0
4.640000000000001,80,4.28,130.0,4.640000000000001,110.0
4.66,80,4.300000000000001,130.0,4.66,110.0
4.68,80,4.32,130.0,4.68,110.0
4.7,80,4.34,130.0,4.7,110.0
4.720000000000001,80,4.359999999999999,130.0,4.720000000000001,110.0
4.74,80,4.38,130.0,4.74,110.0
4.76,80,4.4,130.0,4.76,110.0
4.78,80,4.42,130.0,4.78,110.0
4.800000000000001,80,4.4399999999999995,130.0,4.800000000000001,110.0
4.82,80,4.46,130.0,4.82,110.0
4.84,80,4.48,130.0,4.84,110.0
4.859999999999999,80,4.5,130.0,4.859999999999999,110.0
4.88,80,4.52,130.0,4.88,110.0
4.9,80,4.54,130.0,4.9,110.0
4.92,80,4.5600000000000005,130.0,4.92,110.0
4.9399999999999995,80,4.58,130.0,4.9399999999999995,110.0
4.96,80,4.6,130.0,4.96,110.0
4.98,80,4.62,130.0,4.98,110.0
5.0,80,4.640000000000001,130.0,5.0,110.0
